"10gram","Frequency","Total Tweets"
"美国疾病控制与预防中","27","27"
"国疾病控制与预防中心","27","27"
"俄罗斯外交部长拉夫罗","25","25"
"罗斯外交部长拉夫罗夫","25","25"
"与中国国家主席习近平","25","25"
"中國外交部發言人毛寧","25","25"
"中國國家主席習近平在","24","24"
"鸿海集团创办人郭台铭","23","23"
"衛星順利進入預定軌道","22","22"
"北方民族大學華韻文化","22","22"
"方民族大學華韻文化雙","22","22"
"民族大學華韻文化雙語","22","22"
"国民党总统候选人侯友","22","22"
"民党总统候选人侯友宜","22","22"
"中国国家主席习近平星","21","21"
"国国家主席习近平星期","21","21"
"美国众议院议长佩洛西","21","21"
"族大學華韻文化雙語傳","20","20"
"中央流行疫情指挥中心","20","20"
"中國載人航天工程辦公","19","18"
"國載人航天工程辦公室","19","18"
"美国食品与药物管理局","19","19"
"美联储主席鲍威尔表示","19","19"
"菲律宾总统小马可斯说","19","19"
"中國外交部發言人林劍","19","19"
"联合国秘书长古特雷斯","19","19"
"的伯克希尔哈撒韦公司","18","18"
"發射任務獲得圓滿成功","18","18"
"大學華韻文化雙語傳播","18","18"
"學華韻文化雙語傳播社","18","18"
"英伟达首席执行官黄仁","18","18"
"伟达首席执行官黄仁勋","18","18"
"中国国家主席习近平在","18","18"
"国民党总统参选人侯友","18","18"
"民党总统参选人侯友宜","18","18"
"中国国家主席习近平会","17","17"
"卫星顺利进入预定轨道","17","17"
"民众党总统候选人柯文","17","17"
"众党总统候选人柯文哲","17","17"
"民众党总统参选人柯文","16","16"
"众党总统参选人柯文哲","16","16"
"國國家主席習近平在北","15","15"
"國家主席習近平在北京","15","15"
"纳斯达克综合指数上涨","15","15"
"衛星發射中心使用長征","15","15"
"菲律宾总统小马可斯星","15","15"
"律宾总统小马可斯星期","15","15"
"特斯拉首席执行官马斯","15","15"
"斯拉首席执行官马斯克","15","15"
"據中國載人航天工程辦","15","15"
"家主席習近平在北京人","14","14"
"主席習近平在北京人民","14","14"
"席習近平在北京人民大","14","14"
"習近平在北京人民大會","14","14"
"近平在北京人民大會堂","14","14"
"发射任务获得圆满成功","14","14"
"福岛第一核电站处理水","14","14"
"台湾中央流行疫情指挥","14","14"
"湾中央流行疫情指挥中","14","14"
"菲律宾前总统杜特尔特","13","13"
