"5gram","Frequency","Total Tweets"
"总统特朗普","465","464"
"首席执行官","361","348"
"纯电动汽车","310","237"
"知情人士透","279","278"
"情人士透露","279","278"
"美国总统特","257","256"
"国总统特朗","257","256"
"华尔街日报","220","220"
"汽车制造商","202","190"
"约合人民币","199","181"
"印度尼西亚","180","178"
"俄罗斯总统","174","171"
"主席习近平","169","169"
"国家主席习","167","167"
"家主席习近","167","167"
"罗斯总统普","166","166"
"中国国家主","166","166"
"国国家主席","166","166"
"菲律宾总统","157","154"
"据知情人士","156","155"
"特朗普政府","151","148"
"斯总统普京","148","148"
"中国外交部","145","139"
"总统小马可","132","131"
"统小马可斯","132","131"
"巴黎奧運會","128","106"
"总统候选人","119","105"
"的人工智能","117","114"
"知情人士称","113","110"
"在南中国海","112","105"
"美国总统拜","110","110"
"国总统拜登","110","110"
"的数据显示","109","109"
"全球最大的","108","106"
"律宾总统小","105","105"
"宾总统小马","105","105"
"的最高水平","104","103"
"芯片制造商","103","103"
"巴黎奥运会","103","97"
"国科技巨头","100","100"
"越来越多的","97","97"
"总统尹锡悦","95","92"
"来的最高水","92","91"
"半导体制造","92","84"
"国人工智能","91","91"
"約合人民幣","91","76"
"主席鲍威尔","91","91"
"冠病确诊病","91","89"
"苹果公司的","90","87"
"国家和地区","90","83"
"病确诊病例","90","88"
"美国股市周","88","87"
"中國外交部","88","81"
"前总统特朗","88","88"
"国电动汽车","87","78"
"美国财政部","86","85"
"美联储主席","86","86"
"半导体设备","86","70"
"的电动汽车","86","81"
"美国商务部","85","82"
"点击看视频","84","84"
"以来的最高","82","82"
"沙特阿拉伯","82","79"
"伯克希尔哈","82","72"
"克希尔哈撒","82","72"
"希尔哈撒韦","82","72"
"电动汽车制","82","81"
"电动汽车的","81","77"
"分析师表示","81","80"
"动汽车制造","80","79"
"全球半导体","80","75"
"在社交媒体","79","79"
"半导体行业","79","73"
"东京奥运会","76","70"
"美国众议院","75","74"
"密货币交易","75","75"
"联储主席鲍","75","75"
"储主席鲍威","75","75"
"高手在民間","74","74"
"美国司法部","74","72"
"主席習近平","74","73"
"知情人士说","74","70"
"加密货币交","74","74"
"加利福尼亚","74","74"
"半导体产业","74","69"
"日本半导体","74","56"
"房地产市场","74","72"
"卡塔尔世界","74","71"
"哪吒之魔童","73","66"
"的最低水平","72","72"
"党总统候选","72","69"
"塔尔世界杯","72","69"
"中国电动汽","71","62"
"可再生能源","71","59"
"苏伊士运河","71","54"
"中国人工智","70","70"
"聊天机器人","70","66"
"在日本国内","70","67"
"半导体短缺","70","66"
"乌克兰战争","69","69"
"摩根士丹利","67","60"
"外交部發言","66","66"
"交部發言人","66","66"
"國家主席習","66","65"
"家主席習近","66","65"
"月以来的最","66","66"
"在中国市场","66","65"
"利福尼亚州","66","66"
"功率半导体","66","41"
"外交部发言","65","64"
"交部发言人","65","64"
"以来的最低","65","65"
"社交媒体上","64","64"
"世界卫生组","64","64"
"界卫生组织","64","64"
"来的最低水","64","64"
"亚马逊公司","63","63"
"中国房地产","63","60"
"来自中国的","63","60"
"创办人郭台","63","63"
"办人郭台铭","63","63"
"奥密克戎变","63","60"
"中國國家主","62","62"
"國國家主席","62","62"
"中国科技巨","62","62"
"美联储官员","61","55"
"国媒体报道","61","61"
"国监管机构","60","60"
"國外交部發","60","60"
"福岛第一核","60","59"
"岛第一核电","60","59"
"国债收益率","60","51"
"中国互联网","60","60"
"入侵乌克兰","60","60"
"发展中国家","59","56"
"中国电动车","59","53"
"美国消费者","59","58"
"货币交易所","59","59"
"佛罗里达州","59","57"
"尖端半导体","59","53"
"國家和地區","58","56"
"马来西亚政","58","58"
"中国商务部","58","57"
"国经济增长","58","56"
"美国联邦储","58","58"
"国联邦储备","58","58"
"道琼斯指数","58","58"
"总统参选人","58","51"
"来西亚政府","57","57"
"亚利桑那州","57","52"
"中国市场的","57","57"
"纳斯达克综","57","56"
"斯达克综合","57","56"
"美国和中国","57","57"
"处理水排海","57","50"
"新加坡时间","57","56"
"美国前总统","57","57"
"全固态电池","57","30"
"中央政治局","56","56"
"国财政部长","56","56"
"达克综合指","56","55"
"液化天然气","56","43"
"布的数据显","56","56"
"创下历史新","55","53"
"下历史新高","55","53"
"克综合指数","55","54"
"劳动力市场","55","51"
"亿元人民币","55","52"
"的加密货币","55","50"
"英伟达股价","54","51"
"联邦储备局","54","54"
"种冠病疫苗","54","53"
"量子计算机","54","31"
"的新冠疫苗","54","53"
"共中央政治","53","53"
"社交媒体平","53","53"
"交媒体平台","53","53"
"全球供应链","53","52"
"最大规模的","53","52"
"年以来的最","53","53"
"日本经济新","53","53"
"本经济新闻","53","53"
"接种冠病疫","53","52"
"前所未有的","52","52"
"純電動汽車","52","50"
"太平洋岛国","52","52"
"人形机器人","52","42"
"规模最大的","51","51"
"型科技公司","51","50"
"创历史新高","51","51"
"统特朗普的","50","50"
"中共中央政","50","50"
"大型科技公","50","49"
"总统杜特尔","50","50"
"统杜特尔特","50","50"
"欧盟委员会","50","48"
"未来几个月","50","49"
"选人侯友宜","50","50"
"冠病疫苗接","50","49"
"病疫苗接种","50","49"
"选总统特朗","50","50"
"首相岸田文","49","49"
"一定程度上","49","49"
"在人工智能","49","48"
"一项新研究","49","49"
"证券交易所","49","43"
"在马来西亚","49","48"
"分析师认为","49","48"
"第一核电站","49","48"
"日經平均指","49","39"
"經平均指數","49","39"
"俄罗斯入侵","49","49"
"吒之魔童闹","49","45"
"之魔童闹海","49","45"
"当选总统特","49","49"
"相岸田文雄","48","48"
"也门胡塞武","48","48"
"门胡塞武装","48","48"
"俄罗斯外交","48","48"
"国际货币基","48","47"
"际货币基金","48","47"
"亚洲周刊专","48","48"
"洲周刊专区","48","48"
"苹果公司在","48","45"
"以来的最大","48","46"
"经济学家表","48","47"
"济学家表示","48","47"
"巨头英伟达","48","48"
"美国加利福","48","48"
"今年上半年","48","48"
"央政治局委","47","47"
"中国消费者","47","43"
"美国科技巨","47","47"
"的经济增长","47","47"
"公布的数据","47","47"
"罗斯入侵乌","47","47"
"斯入侵乌克","47","47"
"国加利福尼","47","47"
"比上年同期","46","44"
"有史以来最","46","46"
"哈撒韦公司","46","45"
"世界各地的","46","45"
"在新冠疫情","46","46"
"在中国大陆","46","44"
"兑美元汇率","46","40"
"经济增长的","46","42"
"国民党总统","46","46"
"有观点认为","46","46"
"罗斯外交部","45","45"
"尔哈撒韦公","45","44"
"家科技巨头","45","45"
"哈萨克斯坦","45","35"
"地时间星期","45","45"
"很大程度上","45","45"
"海岸警卫队","45","41"
"经济衰退的","45","44"
"国证券交易","45","44"
"党总统参选","45","41"
"导体制造设","45","42"
"任总统特朗","45","45"
"的不确定性","44","44"
"货币基金组","44","43"
"币基金组织","44","43"
"人工智能的","44","42"
"众议院议长","44","42"
"原子能机构","44","43"
"中国经济增","44","43"
"数十亿美元","44","44"
"美国证券交","44","43"
"体制造设备","44","41"
"加密货币的","43","41"
"韩国总统尹","43","43"
"国总统尹锡","43","43"
"房地产行业","43","43"
"中国大陆的","43","43"
"来最严重的","43","43"
"公司首席执","43","43"
"司首席执行","43","43"
"交易委员会","43","42"
"国前总统特","43","43"
"候任总统特","43","43"
"个国家和地","42","41"
"财政部长耶","42","42"
"政部长耶伦","42","42"
"南中国海的","42","41"
"接受中新社","42","42"
"中国半导体","42","39"
"电动汽车电","42","36"
"消息人士称","42","41"
"年第四季度","42","42"
"巴勒斯坦人","42","40"
"选人柯文哲","42","42"
"的纯电动汽","42","39"
"美国当选总","42","42"
"国当选总统","42","42"
"克里姆林宫","41","39"
"亿美元收购","41","39"
"公司字节跳","41","41"
"司字节跳动","41","41"
"特斯拉股价","41","39"
"总统马英九","41","41"
"年同期增长","41","39"
"主要原因是","41","41"
"核处理水排","41","39"
"中国企业的","41","41"
"公司深度求","41","41"
"司深度求索","41","41"
"日本首相岸","40","40"
"本首相岸田","40","40"
"大型科技股","40","40"
"不可或缺的","40","40"
"的出口管制","40","38"
"动汽车电池","40","34"
"在香港上市","40","40"
"新能源汽车","40","34"
"国最高法院","40","40"
"中国和美国","40","40"
"鸿海创办人","40","40"
"新冠疫苗的","40","39"
"苹果公司和","39","38"
"年第一季度","39","38"
"万亿美元的","39","38"
"执行长黄仁","39","39"
"行长黄仁勋","39","39"
"母公司字节","39","39"
"国外交部长","39","38"
"前总统马英","39","39"
"比特币价格","39","38"
"国外交部发","39","38"
"连续第二个","39","37"
"国际原子能","39","38"
"际原子能机","39","38"
"证券交易委","39","38"
"券交易委员","39","38"
"国内生产总","39","39"
"内生产总值","39","39"
"日元兑美元","39","31"
"海创办人郭","39","39"
"汽车零部件","39","32"
"有记录以来","38","35"
"個國家和地","38","37"
"政治局委员","38","38"
"短视频应用","38","37"
"国汽车制造","38","37"
"首次公开募","38","38"
"次公开募股","38","38"
"中国领导人","38","38"
"该公司表示","38","38"
"陷入困境的","38","38"
"半导体生产","38","37"
"国科技公司","38","38"
"中国国务院","38","38"
"半导体企业","38","33"
"乌克兰危机","38","38"
"俄罗斯石油","38","33"
"接种疫苗的","38","34"
"国候任总统","38","38"
"人航天工程","37","33"
"中共总书记","37","37"
"外交部长王","37","37"
"交部长王毅","37","37"
"台湾前总统","37","37"
"特朗普表示","37","36"
"这家科技巨","37","37"
"意味着什么","37","37"
"集团创办人","37","37"
"短视频平台","37","37"
"一些投资者","37","36"
"美国和欧洲","37","37"
"创出历史新","37","36"
"出历史新高","37","36"
"美国候任总","37","37"
"的智能手机","36","35"
"上年同期增","36","35"
"在一定程度","36","36"
"億元人民幣","36","27"
"国和俄罗斯","36","34"
"有觀點認為","36","35"
"的地缘政治","36","36"
"竞争对手的","36","35"
"的主要原因","36","36"
"长拉夫罗夫","36","36"
"以来的首次","36","36"
"民众党总统","36","33"
"俄罗斯天然","36","35"
"罗斯天然气","36","35"
"人形機器人","35","17"
"藏族自治州","35","34"
"李显龙总理","35","35"
"美国苹果公","35","35"
"国苹果公司","35","35"
"席执行官黄","35","35"
"执行官黄仁","35","35"
"行官黄仁勋","35","35"
"于市场预期","35","34"
"总书记习近","35","35"
"书记习近平","35","35"
"年来的最高","35","35"
"湾前总统马","35","35"
"全球经济增","35","33"
"国国债收益","35","31"
"科技巨头苹","35","35"
"技巨头苹果","35","35"
"一年一度的","35","35"
"集装箱运输","35","26"
"片巨头英伟","35","35"
"冠病疫苗的","35","34"
"台湾在野的","35","35"
"谷歌母公司","35","34"
"日本企业的","35","34"
"新数据显示","34","34"
"美国对中国","34","33"
"新聞發言人","34","32"
"可能有助于","34","34"
"公司在中国","34","32"
"进一步扩大","34","34"
"美国国债收","34","30"
"总统蔡英文","34","34"
"消费者信心","34","34"
"科技巨头的","34","34"
"对俄罗斯的","34","34"
"中国经济的","34","33"
"日本国内的","34","34"
"电子零部件","34","30"
"起冠病确诊","34","33"
"阿斯利康疫","34","31"
"斯利康疫苗","34","31"
"受访学者认","33","33"
"访学者认为","33","33"
"中國企業的","33","30"
"前总统杜特","33","33"
"射中心使用","33","33"
"马来西亚的","33","33"
"香港上市的","33","33"
"经济学家预","33","33"
"航天员乘组","33","22"
"国社交媒体","33","33"
"在美国上市","33","30"
"位知情人士","33","32"
"笔记本电脑","33","30"
"国疾病控制","33","33"
"国家统计局","33","33"
"大宗商品价","33","32"
"宗商品价格","33","32"
"净利润增长","33","30"
"的主导地位","33","33"
"华特迪士尼","33","32"
"美国最高法","33","33"
"农历新年期","33","33"
"历新年期间","33","33"
"太阳能电池","33","27"
"台湾总统选","33","33"
"的日本企业","33","30"
"对中国经济","33","32"
"的通货膨胀","33","33"
"新冠疫情的","33","33"
"锂离子电池","33","31"
"密克戎变异","33","31"
"的新冠疫情","33","33"
"图像传感器","33","23"
"种新冠疫苗","33","30"
"的紧张关系","32","32"
"的伯克希尔","32","32"
"家移民管理","32","24"
"移民管理局","32","24"
"共总书记习","32","32"
"家电动汽车","32","32"
"领导人金正","32","32"
"东京电力公","32","31"
"上年同期的","32","31"
"在巴黎奥运","32","32"
"美国疾病控","32","32"
"国国家统计","32","32"
"经济学家说","32","32"
"的自动驾驶","32","28"
"人工智能公","32","32"
"工智能公司","32","32"
"月以来首次","32","31"
"在很大程度","32","32"
"中国科技公","32","32"
"的竞争对手","32","30"
"美国国务卿","32","32"
"进一步放宽","32","32"
"海上集装箱","32","23"
"长拿督斯里","31","31"
"外交部長王","31","31"
"交部長王毅","31","31"
"家和地區的","31","31"
