"4gram","Frequency","Total Tweets"
"新冠疫苗","251","212"
"新冠疫情","221","210"
"股闻天下","213","212"
"付费精选","197","197"
"疫苗接种","193","169"
"电动汽车","192","137"
"冠病疫苗","157","142"
"冠病疫情","143","138"
"马来西亚","125","114"
"确诊病例","113","105"
"苹果公司","113","88"
"接种疫苗","106","90"
"新冠病毒","106","97"
"东京奥运","104","90"
"纯电动汽","102","71"
"加密货币","93","70"
"奥密克戎","92","77"
"中国大陆","91","81"
"阿斯利康","91","78"
"数据显示","77","74"
"日本国内","76","66"
"知情人士","72","63"
"日本政府","69","68"
"澳大利亚","68","56"
"监管机构","66","61"
"中国政府","66","62"
"日本企业","65","57"
"变种病毒","65","57"
"冠病确诊","65","64"
"京奥运会","65","60"
"华尔街日","64","64"
"尔街日报","63","63"
"约合人民","58","52"
"合人民币","58","52"
"病确诊病","58","57"
"的新冠疫","58","57"
"亿美元的","57","55"
"自动驾驶","56","36"
"中国企业","55","49"
"的情况下","55","55"
"苏伊士运","55","43"
"伊士运河","55","43"
"越来越多","53","52"
"疫情期间","51","51"
"万亿日元","50","39"
"经济学家","50","44"
"气候变化","48","40"
"的半导体","48","45"
"研究人员","48","46"
"半导体短","45","41"
"导体短缺","45","41"
"价格上涨","45","38"
"同比增长","44","41"
"阿里巴巴","44","35"
"智能手机","44","39"
"初创企业","42","37"
"最高水平","40","39"
"社交媒体","40","38"
"科技公司","39","34"
"航空公司","39","34"
"美国经济","39","33"
"半导体的","38","33"
"中国经济","38","30"
"经济复苏","37","35"
"竞争对手","37","34"
"变种毒株","36","34"
"首席执行","36","35"
"席执行官","36","35"
"汽车制造","36","32"
"本周热读","36","36"
"中国市场","36","32"
"历史新高","35","35"
"新兴市场","35","24"
"冠疫苗的","35","34"
"种冠病疫","35","34"
"通货膨胀","34","29"
"科技巨头","34","32"
"万亿美元","34","28"
"以来的最","34","34"
"上年同期","34","33"
"接种冠病","34","33"
"死亡病例","34","25"
"经济增长","33","29"
"的背景下","33","33"
"新增病例","33","32"
"纯电动车","33","26"
"货币政策","33","30"
"德尔塔变","33","31"
"病疫苗接","33","33"
"人士透露","33","33"
"死亡人数","32","26"
"车制造商","32","30"
"二氧化碳","32","20"
"半导体设","32","25"
"另一方面","32","32"
"斯利康疫","32","29"
"利康疫苗","32","29"
"的可能性","31","31"
"防疫措施","31","31"
"全球经济","31","25"
"研究显示","30","30"
"变异毒株","30","26"
"杜特尔特","30","20"
"数字货币","29","17"
"蚂蚁集团","29","20"
"种疫苗的","29","26"
"国家和地","29","23"
"家和地区","29","23"
"该公司的","28","27"
"拜登政府","28","27"
"年度汉字","28","23"
"导体设备","28","21"
"种新冠疫","28","25"
"疫苗的人","28","26"
"大宗商品","27","22"
"单日新增","27","24"
"个百分点","27","24"
"半导体产","27","25"
"全球半导","27","26"
"球半导体","27","26"
"来的最高","26","26"
"辉瑞公司","26","25"
"密克戎变","26","25"
"疫情影响","26","26"
"起冠病确","26","25"
"疫情暴发","26","26"
"公司表示","26","26"
"苗接种率","26","26"
"冠疫苗接","26","22"
"情人士透","26","26"
"的供应链","25","25"
"的一部分","25","25"
"的疫苗接","25","24"
"辉瑞疫苗","25","22"
"的冠病疫","25","24"
"接种新冠","25","22"
"车载电池","25","17"
"专栏记者","24","24"
"创出历史","24","24"
"病疫苗的","24","23"
"温室气体","24","22"
"本土病例","24","21"
"冠病病毒","24","24"
"在半导体","24","23"
"制造设备","24","20"
"苗接种的","24","24"
"在新加坡","23","22"
"全球最大","23","23"
"地缘政治","23","22"
"联合早报","23","23"
"德国之声","23","23"
"其他国家","23","23"
"疫情爆发","23","23"
"世界经济","23","19"
"周一表示","23","23"
"全球份额","23","21"
"人工智能","23","20"
"字述一年","23","17"
"调查显示","23","23"
"芯片制造","23","22"
