"3gram","Frequency","Total Tweets"
"特朗普","1041","820"
"南洋商","426","425"
"洋商报","426","425"
"人工智","368","315"
"工智能","360","310"
"统特朗","334","333"
"总统特","333","332"
"国总统","293","292"
"美国总","282","281"
"英伟达","260","196"
"机器人","205","119"
"亿美元","176","158"
"普政府","174","170"
"投资者","141","125"
"朗普政","140","137"
"的关税","138","119"
"在美国","137","133"
"機器人","134","63"
"在中国","132","121"
"中国人","129","119"
"新加坡","129","100"
"该公司","126","119"
"菲律宾","124","79"
"以色列","116","81"
"美国的","114","107"
"外交部","114","98"
"果公司","113","97"
"深度求","112","110"
"度求索","112","110"
"苹果公","111","95"
"半導體","111","63"
"朗普的","108","101"
"俄罗斯","108","83"
"马来西","104","97"
"来西亚","104","97"
"对美国","99","94"
"特斯拉","99","75"
"大模型","99","82"
"对中国","97","92"
"加拿大","95","66"
"的中国","95","91"
"黄仁勋","93","75"
"国政府","93","92"
"中国的","92","87"
"在中國","92","81"
"半导体","90","76"
"中國的","90","76"
"可能会","88","85"
"知情人","88","84"
"情人士","88","84"
"的中國","84","79"
"进一步","81","79"
"中國故","79","79"
"國故事","79","79"
"国科技","79","75"
"中国国","77","76"
"自己的","77","75"
"同比增","77","68"
"聯合國","76","44"
"哪吒之","76","68"
"最大的","75","73"
"马斯克","75","53"
"吒之魔","73","66"
"之魔童","73","66"
"制造商","71","69"
"分析师","71","68"
"公司的","70","68"
"消费者","70","69"
"首席执","69","69"
"席执行","69","69"
"执行官","69","69"
"億美元","69","49"
"国人工","68","68"
"人民幣","68","46"
"星期一","68","68"
"人民币","68","55"
"當地時","67","67"
"地時間","67","67"
"越来越","67","65"
"巴菲特","67","43"
"墨西哥","67","53"
"美國的","66","60"
"習近平","66","35"
"贸易战","66","65"
"科技巨","66","64"
"美元的","65","60"
"习近平","65","54"
"發言人","64","58"
"社交媒","64","62"
"在日本","64","55"
"关税的","63","58"
"与美国","63","61"
"星期五","62","62"
"美国政","62","62"
"中国科","62","58"
"台积电","62","44"
"俄羅斯","62","37"
"国市场","61","60"
"华尔街","60","57"
"美国国","60","55"
"乌克兰","60","46"
"中國國","60","56"
"美联储","59","47"
"与中国","59","59"
"在全球","58","56"
"技巨头","58","57"
"亿新元","57","56"
"對中國","57","51"
"英偉達","57","25"
"億日元","57","41"
"阿里巴","57","43"
"里巴巴","57","43"
"了一个","57","55"
"日本的","57","49"
"的美国","56","56"
"在美國","56","48"
"對美國","56","54"
"星期三","56","56"
"是中国","55","54"
"国国家","54","54"
"是中國","54","52"
"国经济","54","50"
"國企業","54","48"
"對等關","54","40"
"等關稅","54","40"
"尹锡悦","53","42"
"大规模","53","52"
"提示词","53","39"
"國政府","52","49"
"文化中","52","52"
"家主席","52","48"
"全球最","51","49"
"的人工","51","50"
"中国电","51","47"
"创始人","51","50"
"星期二","51","50"
"电动汽","50","42"
"动汽车","50","42"
"是一个","50","47"
"经济增","50","46"
"的關稅","50","43"
"洛杉矶","50","38"
"的贸易","49","48"
"科技股","49","43"
"模型的","49","44"
"在北京","49","48"
"魔童闹","49","45"
"童闹海","49","45"
"年春節","49","44"
"为中国","48","48"
"的影响","48","47"
"交媒体","48","46"
"国企业","48","46"
"商務部","48","34"
"委员会","48","46"
"化中國","48","48"
"公司在","48","46"
"一系列","48","46"
"小红书","47","28"
"的最新","47","47"
"士透露","47","47"
"星期六","47","47"
"出口管","47","42"
"数据中","46","40"
"据中心","46","40"
"对等关","46","43"
"等关税","46","43"
"人士透","46","46"
"不确定","46","46"
"口管制","46","41"
"华盛顿","46","45"
"任总统","46","46"
"的重要","46","44"
"济增长","46","44"
"中国在","46","44"
"蛇年春","46","43"
"全球首","45","43"
"神奇萌","45","45"
"奇萌娃","45","45"
"國總統","45","43"
"比亞迪","45","24"
"税政策","45","42"
"人死亡","45","44"
"重要的","44","43"
"形机器","44","35"
"高手在","43","43"
"美国对","43","43"
"的出口","43","37"
"人形机","43","34"
"创公司","42","42"
"智能手","42","37"
"進一步","42","39"
"美國總","42","41"
"中国市","42","41"
"电动车","42","32"
"发布了","42","41"
"中國人","42","38"
"提供了","42","40"
"公司深","42","42"
"司深度","42","42"
"的开源","41","40"
"手在民","41","41"
"品征收","41","38"
"英特尔","41","31"
"政府的","41","40"
"中国外","41","37"
"中国大","41","40"
"哈尔滨","41","23"
"在民間","40","40"
"國經濟","40","35"
"的担忧","40","40"
"國國家","40","37"
"中国公","40","37"
"星期四","40","39"
"巴勒斯","40","28"
"勒斯坦","40","28"
"关税政","40","38"
"的美國","39","36"
"和其他","39","39"
"國外交","39","33"
"市场的","39","39"
"中國企","39","35"
"意味着","39","37"
"魅力中","39","39"
"關稅的","39","39"
"史新高","39","36"
"星期天","39","39"
"美國政","38","37"
"的经济","38","37"
"普表示","38","37"
"力中國","38","38"
"日上午","38","37"
"言模型","38","35"
"美国人","37","33"
"国家的","37","35"
"外國人","37","23"
"数据显","37","36"
"据显示","37","36"
"语言模","37","34"
"的全球","37","37"
"中國外","37","31"
"美国科","37","37"
"國市場","36","29"
"川普政","36","35"
"的需求","36","34"
"朗普在","36","36"
"计划在","36","36"
"发布的","36","35"
"候任总","36","36"
"的问题","35","33"
"的主要","35","35"
"确定性","35","35"
"服务器","35","28"
"有可能","35","35"
"联合国","35","30"
"国外交","35","33"
"原因是","35","35"
"比增長","35","31"
"比增长","35","30"
"東西問","35","30"
"以来的","35","35"
"元人民","35","30"
"历新年","35","32"
"初创公","34","34"
"美国股","34","33"
"的数据","34","33"
"在社交","34","34"
"的最大","34","34"
"澳大利","34","31"
"的一个","34","32"
"为什么","34","30"
"朗普表","34","33"
"零部件","34","22"
"在特朗","34","34"
"国关税","34","34"
"领导人","34","34"
"普關稅","34","30"
"总统尹","34","34"
"统尹锡","34","34"
"农历新","34","31"
"中國駐","33","21"
"能手机","33","29"
"中国海","33","28"
"在香港","33","30"
"美国关","33","33"
"個國家","33","33"
"无人机","33","25"
"大多数","33","32"
"口商品","33","30"
"出入境","33","19"
"开发者","33","31"
"科技公","33","33"
"技公司","33","33"
"日宣布","32","32"
"不知道","32","28"
"国股市","32","32"
"哈佛大","32","19"
"加密货","32","25"
