"10gram","Frequency","Total Tweets"
"世界反法西斯戰爭勝利","41","36"
"戰爭暨世界反法西斯戰","40","37"
"爭暨世界反法西斯戰爭","40","37"
"中國人民抗日戰爭暨世","39","36"
"國人民抗日戰爭暨世界","39","36"
"人民抗日戰爭暨世界反","39","36"
"民抗日戰爭暨世界反法","39","36"
"抗日戰爭暨世界反法西","39","36"
"日戰爭暨世界反法西斯","39","36"
"暨世界反法西斯戰爭勝","39","36"
"英伟达首席执行官黄仁","25","25"
"伟达首席执行官黄仁勋","25","25"
"紀念中國人民抗日戰爭","20","20"
"念中國人民抗日戰爭暨","19","19"
"抗日战争暨世界反法西","13","13"
"日战争暨世界反法西斯","13","13"
"战争暨世界反法西斯战","13","13"
"争暨世界反法西斯战争","13","13"
"暨世界反法西斯战争胜","13","13"
"世界反法西斯战争胜利","13","13"
"北方民族大學華韻文化","13","13"
"方民族大學華韻文化雙","13","13"
"民族大學華韻文化雙語","13","13"
"与中国国家主席习近平","13","13"
"衛星順利進入預定軌道","12","12"
"中國載人航天工程辦公","12","12"
"國載人航天工程辦公室","12","12"
"人工智能公司深度求索","12","12"
"族大學華韻文化雙語傳","12","12"
"中國國家主席習近平在","12","12"
"中国人民抗日战争暨世","11","11"
"国人民抗日战争暨世界","11","11"
"人民抗日战争暨世界反","11","11"
"民抗日战争暨世界反法","11","11"
"據中國載人航天工程辦","11","11"
"發射任務獲得圓滿成功","11","11"
"高级公职人员犯罪调查","11","11"
"级公职人员犯罪调查处","11","11"
"中国人工智能公司深度","10","10"
"国人工智能公司深度求","10","10"
"美国总统特朗普的关税","10","10"
"中國外交部發言人林劍","10","10"
"纪念中国人民抗日战争","9","9"
"念中国人民抗日战争暨","9","9"
"美国总统特朗普宣布对","9","9"
"大學華韻文化雙語傳播","9","9"
"中國商務部新聞發言人","9","8"
"中國外交部發言人毛寧","9","9"
"韩国高级公职人员犯罪","9","9"
"国高级公职人员犯罪调","9","9"
"日前接受中新網採訪時","8","8"
"載人航天工程辦公室消","8","8"
"人航天工程辦公室消息","8","8"
"卫星顺利进入预定轨道","8","8"
"发射任务获得圆满成功","8","8"
"中國外交部發言人郭嘉","8","8"
"國外交部發言人郭嘉昆","8","8"
"中国科技巨头阿里巴巴","8","8"
"中国人工智能初创公司","8","8"
"學華韻文化雙語傳播社","8","8"
"中国初创公司深度求索","8","8"
"日在例行新闻发布会上","7","7"
"青海野生动物救护繁育","7","6"
"海野生动物救护繁育中","7","6"
"野生动物救护繁育中心","7","6"
"聯合國秘書長古特雷斯","7","7"
"年是中國人民抗日戰爭","7","7"
"是中國人民抗日戰爭暨","7","7"
"中國常駐聯合國代表傅","7","7"
"國常駐聯合國代表傅聰","7","7"
"菲律宾前总统杜特尔特","7","7"
"全社會跨區域人員流動","7","6"
"社會跨區域人員流動量","7","6"
"國家主席習近平在北京","7","7"
"家主席習近平在北京人","7","7"
"主席習近平在北京人民","7","7"
"席習近平在北京人民大","7","7"
"習近平在北京人民大會","7","7"
"近平在北京人民大會堂","7","7"
"港珠澳大桥珠海公路口","6","5"
"珠澳大桥珠海公路口岸","6","5"
"中國常駐聯合國副代表","6","6"
"國常駐聯合國副代表耿","6","6"
"常駐聯合國副代表耿爽","6","6"
"首席执行官黄仁勋星期","6","6"
"印度尼西亚总统普拉博","6","6"
"度尼西亚总统普拉博沃","6","6"
"衛星發射中心使用長征","6","6"
"中國國家鐵路集團有限","6","6"
"國國家鐵路集團有限公","6","6"
"國家鐵路集團有限公司","6","6"
"中国国家主席习近平星","6","6"
"国国家主席习近平星期","6","6"
"中国人工智能企业深度","6","6"
"国人工智能企业深度求","6","6"
"人工智能企业深度求索","6","6"
"中国纪念抗日战争胜利","6","6"
"來華出席紀念中國人民","6","6"
"華出席紀念中國人民抗","6","6"
"出席紀念中國人民抗日","6","6"
"席紀念中國人民抗日戰","6","6"
"週年紀念活動新聞中心","6","6"
"成功發射衛星互聯網低","5","5"
"功發射衛星互聯網低軌","5","5"
"成功將衛星互聯網低軌","5","5"
"接受中新網採訪時表示","5","5"
"的伯克希尔哈撒韦公司","5","5"
"伯克希尔哈撒韦公司的","5","4"
"国总统特朗普的关税政","5","5"
"总统特朗普的关税政策","5","5"
"巴勒斯坦伊斯蘭抵抗運","5","5"
"勒斯坦伊斯蘭抵抗運動","5","5"
"新加坡水上运动世锦赛","5","5"
"中國首艘純電海上旅遊","5","3"
"國首艘純電海上旅遊客","5","3"
"首艘純電海上旅遊客船","5","3"
