"9gram","Frequency","Total Tweets"
"中國國家主席習近平","55","55"
"國國家主席習近平在","26","26"
"國家主席習近平在北","26","26"
"家主席習近平在北京","26","26"
"中国国家主席习近平","24","24"
"主席習近平在北京人","20","20"
"席習近平在北京人民","20","20"
"習近平在北京人民大","20","20"
"近平在北京人民大會","20","20"
"平在北京人民大會堂","20","20"
"十四屆全國人大四次","20","18"
"四屆全國人大四次會","20","18"
"屆全國人大四次會議","20","18"
"對中國進行國事訪問","18","16"
"中共中央政治局委員","15","15"
"來華進行國事訪問的","15","15"
"國家主席習近平邀請","14","14"
"日對中國進行國事訪","14","14"
"衛星順利進入預定軌","14","14"
"星順利進入預定軌道","14","14"
"中央軍委主席習近平","12","12"
"英伟达首席执行官黄","12","12"
"伟达首席执行官黄仁","12","12"
"达首席执行官黄仁勋","12","12"
"在北京人民大會堂同","11","11"
"同來華進行國事訪問","11","11"
"中國外交部發言人毛","11","11"
"國外交部發言人毛寧","11","11"
"伊朗伊斯蘭革命衛隊","11","8"
"舉行例行新聞發布會","10","10"
"外交部發言人郭嘉昆","10","10"
"卫星顺利进入预定轨","10","10"
"星顺利进入预定轨道","10","10"
"国民党主席郑丽文率","10","10"
"北方民族大學華韻文","9","9"
"方民族大學華韻文化","9","9"
"民族大學華韻文化雙","9","9"
"發射任務取得圓滿成","9","9"
"射任務取得圓滿成功","9","9"
"台辦舉行例行新聞發","9","9"
"辦舉行例行新聞發布","9","9"
"神舟二十一號航天員","9","9"
"應中國國家主席習近","9","9"
"國國家主席習近平邀","9","9"
"中國國民黨主席鄭麗","9","9"
"國國民黨主席鄭麗文","9","9"
"美國總統特朗普訪華","9","8"
"在十四屆全國人大四","9","9"
"伯克希尔哈撒韦公司","8","8"
"美国晶片巨头英伟达","8","8"
"朝鮮民主主義人民共","8","4"
"鮮民主主義人民共和","8","4"
"民主主義人民共和國","8","4"
"中國外交部發言人宣","8","8"
"國外交部發言人宣布","8","8"
"日在例行記者會上答","8","8"
"在例行記者會上答問","8","8"
"例行記者會上答問時","8","8"
"衛星發射中心使用長","8","8"
"國務院台辦舉行例行","8","8"
"務院台辦舉行例行新","8","8"
"院台辦舉行例行新聞","8","8"
"俄羅斯總統普京舉行","8","8"
"北京人民大會堂同來","8","8"
"京人民大會堂同來華","8","8"
"人民大會堂同來華進","8","8"
"民大會堂同來華進行","8","8"
"大會堂同來華進行國","8","8"
"會堂同來華進行國事","8","8"
"堂同來華進行國事訪","8","8"
"華進行國事訪問的美","8","8"
"進行國事訪問的美國","8","8"
"行國事訪問的美國總","8","8"
"國事訪問的美國總統","8","8"
"事訪問的美國總統特","8","8"
"訪問的美國總統特朗","8","8"
"問的美國總統特朗普","8","8"
