"3gram","Frequency","Total Tweets"
"半导体","438","270"
"亿美元","403","343"
"俄罗斯","362","247"
"中国的","354","335"
"在中国","353","301"
"菲律宾","342","228"
"投资者","340","289"
"新加坡","306","231"
"该公司","305","282"
"特斯拉","252","163"
"国政府","242","227"
"人民币","232","190"
"在美国","207","196"
"对中国","205","191"
"人工智","202","168"
"动汽车","199","164"
"苹果公","197","172"
"电动汽","197","162"
"工智能","196","162"
"果公司","196","171"
"在日本","194","174"
"国经济","191","159"
"公司的","185","176"
"进一步","181","178"
"中国国","174","169"
"美联储","174","135"
"的中国","167","161"
"制造商","162","149"
"台积电","161","107"
"星期五","160","158"
"中国大","159","148"
"以色列","159","113"
"消费者","158","147"
"英伟达","154","107"
"最大的","154","149"
"习近平","149","125"
"可能会","149","146"
"美国的","145","133"
"日本的","143","130"
"知情人","140","133"
"情人士","139","132"
"乌克兰","138","112"
"国大陆","136","126"
"市场的","135","128"
"的日本","131","121"
"亿日元","128","96"
"华尔街","128","125"
"星期天","128","126"
"星期三","128","127"
"国国家","127","125"
"越来越","127","122"
"星期一","127","123"
"中国经","126","107"
"与中国","126","115"
"星期六","126","126"
"美元的","125","120"
"的情况","124","123"
"以来的","124","121"
"星期二","121","117"
"巴菲特","121","75"
"中国政","120","115"
"年以来","118","115"
"国民党","118","88"
"分析师","116","111"
"星期四","115","109"
"马来西","115","113"
"来西亚","115","113"
"的投资","112","103"
"的经济","112","108"
"比亚迪","111","67"
"中国海","108","89"
"美国国","108","100"
"委员会","107","105"
"的影响","105","104"
"的美国","105","102"
"房地产","102","81"
"供应链","102","93"
"是中国","102","99"
"亚马逊","101","74"
"处理水","99","72"
"外交部","97","90"
"智能手","96","83"
"零部件","95","73"
"数据显","95","94"
"据显示","95","94"
"创办人","94","91"
"国企业","94","89"
"大规模","94","90"
"来的最","93","89"
"企业的","92","86"
"加密货","92","71"
"密货币","92","71"
"国股市","89","84"
"机器人","89","66"
"美国股","89","87"
"首席执","88","80"
"席执行","88","80"
"有可能","88","86"
"全球最","88","85"
"同比增","88","82"
"人士透","86","86"
"士透露","86","86"
"执行官","86","78"
"国市场","86","81"
"的需求","86","84"
"郭台铭","85","68"
"能手机","85","75"
"日本国","85","78"
"经济增","85","77"
"意味着","82","80"
"销售额","81","66"
"的担忧","81","81"
"来首次","81","78"
"月以来","79","77"
"半導體","78","35"
"的风险","76","75"
"的价格","76","75"
"的数据","75","72"
"济增长","75","68"
"经济学","75","69"
"硅谷银","75","66"
"谷银行","75","66"
"与美国","74","72"
"净利润","74","59"
"和其他","74","74"
"在全球","74","73"
